file,label,name
\4691257171_23a29aaa33_n.jpg,1,dandelion
\5626895440_97a0ec04c2_n.jpg,0,daisy
\7064813645_f7f48fb527.jpg,4,tulip
\5015462205_440898fe41_n.jpg,3,sunflower
\6867597533_d65d1c39fb_n.jpg,2,rose
\2697194548_ec8f8de97c_n.jpg,3,sunflower
\2412250315_a04171da51_n.jpg,4,tulip
\9381481549_5a5d503e42_n.jpg,3,sunflower
\463736819_f779800165.jpg,1,dandelion
\3502685880_f026400dce_n.jpg,4,tulip
\4540555191_3254dc4608_n.jpg,0,daisy
\6347846687_3f0a7c3176.jpg,2,rose
\485415743_eeb5d7c1a5.jpg,4,tulip
\3001533700_1c62fb8b4a_n.jpg,3,sunflower
\9350942387_5b1d043c26_n.jpg,0,daisy
\8388497874_1fe750cc95_m.jpg,2,rose
\5002449706_647ffe5249_n.jpg,2,rose
\466409031_4c10294db5_m.jpg,4,tulip
\7166644048_b00a14f01b.jpg,4,tulip
\3530500952_9f94fb8b9c_m.jpg,1,dandelion
\5718511304_9334269df2_n.jpg,4,tulip
\2617111535_54c2ac8462.jpg,0,daisy
\5012813078_99fb977616_n.jpg,4,tulip
\8705462313_4458d64cd4.jpg,3,sunflower
\6606753075_72ee32aa30_m.jpg,3,sunflower
\8757650550_113d7af3bd.jpg,1,dandelion
\142235914_5419ff8a4a.jpg,4,tulip
\8989067485_aab399460b_n.jpg,1,dandelion
\5722473541_ffac1ae67e_n.jpg,0,daisy
\417251603_69f0ee57a9_m.jpg,3,sunflower
\527513005_41497ca4dc.jpg,2,rose
\4231745228_ece86330d9.jpg,2,rose
\3951246342_930138610b_n.jpg,3,sunflower
\12238827553_cf427bfd51_n.jpg,2,rose
\6140693467_211a135b6d.jpg,3,sunflower
\520752848_4b87fb91a4.jpg,0,daisy
\153210866_03cc9f2f36.jpg,0,daisy
\142218310_d06005030a_n.jpg,4,tulip
\3628485766_4ff937954a_n.jpg,0,daisy
\645330051_06b192b7e1.jpg,1,dandelion
\212720516_df4965ebda_n.jpg,4,tulip
\5835539224_75967fc400_m.jpg,2,rose
\4632757134_40156d7d5b.jpg,1,dandelion
\3611577717_f3a7a8c416_n.jpg,0,daisy
\2473862606_291ae74885.jpg,1,dandelion
\3450822975_7e77d67636_n.jpg,0,daisy
\8709110478_60d12efcd4_n.jpg,0,daisy
\5087720485_c0914fb623.jpg,0,daisy
\5623855601_ecaebdb8fe.jpg,1,dandelion
\5635348214_a4e2b19ffe.jpg,4,tulip
\7461897398_0053093145_n.jpg,2,rose
\3750771898_cfd50090ba_n.jpg,0,daisy
\488202750_c420cbce61.jpg,0,daisy
\4561871220_47f420ca59_m.jpg,0,daisy
\1540738662_7b4152e344_m.jpg,2,rose
\9011235009_58c7b244c1_n.jpg,1,dandelion
\100080576_f52e8ee070_n.jpg,0,daisy
\12338444334_72fcc2fc58_m.jpg,2,rose
\14333681205_a07c9f1752_m.jpg,0,daisy
\1286274236_1d7ac84efb_n.jpg,0,daisy
\9216323421_f737c1d50e.jpg,2,rose
\7302931078_30054c1970_n.jpg,2,rose
\3975010332_3209f9f447_m.jpg,0,daisy
\4632761610_768360d425.jpg,1,dandelion
\9213511121_836a458021_m.jpg,3,sunflower
\4267024012_295e7141a3_n.jpg,2,rose
\4846786944_2832c5c8b8.jpg,3,sunflower
\6042014768_b57f0bfc79_n.jpg,3,sunflower
\3897174387_07aac6bf5f_n.jpg,3,sunflower
\8520488975_a50d377f91.jpg,4,tulip
\4413849849_b8d2f3bcf1_n.jpg,0,daisy
\2521408074_e6f86daf21_n.jpg,0,daisy
\7166606598_5d2cd307c3.jpg,4,tulip
\2697283969_c1f9cbb936.jpg,1,dandelion
\5139977579_ea2dd6a322_m.jpg,3,sunflower
\4573204407_babff0dce4_n.jpg,1,dandelion
\6690926183_afedba9f15_n.jpg,2,rose
\2443192475_c64c66d9c2.jpg,1,dandelion
\5001845055_69f04d9779_n.jpg,2,rose
\5002452394_22896fb9df_n.jpg,2,rose
\8713392604_90631fb809_n.jpg,4,tulip
\9152356642_06ae73113f.jpg,1,dandelion
\6495559397_61d01c0c57.jpg,3,sunflower
\813445367_187ecf080a_n.jpg,0,daisy
\8668973377_c69527db42_m.jpg,4,tulip
\8712267391_c756f18ee7_n.jpg,4,tulip
\1426682852_e62169221f_m.jpg,1,dandelion
\5223643767_d8beb7e410.jpg,3,sunflower
\7166596680_a01961a618_n.jpg,4,tulip
\7316409504_7cf3707f8a_m.jpg,2,rose
\8708856019_f3be2353a4_n.jpg,4,tulip
\6969041818_a505baa68e_m.jpg,2,rose
\3575811488_a31714472a.jpg,3,sunflower
\176375506_201859bb92_m.jpg,0,daisy
\134143359_71fa8dd9a4.jpg,4,tulip
\129019877_8eea2978ca_m.jpg,1,dandelion
\17357636476_1953c07aa4_n.jpg,0,daisy
\2536529152_33ef3ee078_n.jpg,0,daisy
\9111896677_ff0b6fa6f6_n.jpg,3,sunflower
\2713683760_d98cd2a05b_m.jpg,2,rose
\4755075329_1fccc69d4e.jpg,3,sunflower
\4534460263_8e9611db3c_n.jpg,0,daisy
\4414081772_8a0e8a1327.jpg,3,sunflower
\8904780994_8867d64155_n.jpg,4,tulip
\16577886423_9b23622f1d_n.jpg,0,daisy
\8524505868_236f4c94b5.jpg,2,rose
\7448453762_aea8739f1b.jpg,4,tulip
\8722514702_7ecc68691c.jpg,4,tulip
\5603625247_e4ff1828af_m.jpg,4,tulip
\4694341873_65fe187a4e_n.jpg,2,rose
\2430566689_8543552f9b.jpg,4,tulip
\3530495617_fd84fb321a_m.jpg,1,dandelion
\294451721_5106537b34.jpg,0,daisy
\8692040971_826614516f_n.jpg,2,rose
\4042816698_578a1d599e.jpg,3,sunflower
\5923085891_27617463fe.jpg,3,sunflower
\7448453384_fb9caaa9af_n.jpg,1,dandelion
\2351637471_5dd34fd3ac_n.jpg,4,tulip
\2465442759_d4532a57a3.jpg,1,dandelion
\4601270210_60136f2b87_n.jpg,1,dandelion
\3758221664_b19116d61f.jpg,0,daisy
\4333085242_bbeb3e2841_m.jpg,0,daisy
\2597655841_07fb2955a4.jpg,1,dandelion
\5896103923_075a988bed_n.jpg,0,daisy
\7510240282_87554c7418_n.jpg,3,sunflower
\4890424315_6a59696357_n.jpg,0,daisy
\8036594516_69a7da5f73_m.jpg,2,rose
\3662701865_3ff283a33a_n.jpg,1,dandelion
\4933823194_33f6e32c5a.jpg,3,sunflower
\14107161906_5737e0e4ec.jpg,2,rose
\8750288831_5e49a9f29b.jpg,4,tulip
\4942258704_c4146b710a_n.jpg,3,sunflower
\5058708968_8bdcd29e63_n.jpg,0,daisy
\13279526615_a3b0059bec.jpg,2,rose
\3198028825_fdfaa1d020.jpg,1,dandelion
\4590703575_6371c0a186_n.jpg,4,tulip
\13976206001_fd1c2cbd60.jpg,4,tulip
\3539077354_c67aa7168d_m.jpg,1,dandelion
\4921988677_e2eb0c9a24_m.jpg,2,rose
\18679421522_3be9879e32.jpg,0,daisy
\4505921907_21c8002fde.jpg,2,rose
\4503599544_3822e7d1be.jpg,2,rose
\2511306240_9047015f2d_n.jpg,0,daisy
\4278757393_bca8415ed4_n.jpg,1,dandelion
\8516036987_8a06dfe1b5_n.jpg,2,rose
\857698097_8068a2c135_n.jpg,3,sunflower
\721595842_bacd80a6ac.jpg,0,daisy
\6116210027_61923f4b64.jpg,3,sunflower
\1342002397_9503c97b49.jpg,0,daisy
\5951665793_8ae4807cbd_n.jpg,3,sunflower
\3469112805_6cc8640236.jpg,1,dandelion
\6606820461_952c450f90_n.jpg,3,sunflower
\11834945233_a53b7a92ac_m.jpg,0,daisy
\13900235284_32ce563633_n.jpg,4,tulip
\16737503507_431768a927.jpg,0,daisy
\6309548569_932fee8313_m.jpg,2,rose
\9529916092_de70623523_n.jpg,0,daisy
\8712268519_f4c2c39a06_n.jpg,4,tulip
\3683873444_be4a609c46.jpg,3,sunflower
\164578909_51f245d3fa_n.jpg,4,tulip
\2831102668_eb65cd40b9_n.jpg,1,dandelion
\3146795631_d062f233c1.jpg,3,sunflower
\3584415133_a4122ab7b9.jpg,1,dandelion
\5665834973_76bd6c6523_m.jpg,0,daisy
\3052753519_d087aaeacb_n.jpg,2,rose
\4279990882_031482f8b6_n.jpg,2,rose
\506659320_6fac46551e.jpg,1,dandelion
\4556178143_e0d32c0a86_n.jpg,1,dandelion
\1080179756_5f05350a59.jpg,1,dandelion
\2076141453_c63801962a_m.jpg,1,dandelion
\14381787252_e8e12e277a_n.jpg,2,rose
\3509307596_6cfe97867d_n.jpg,1,dandelion
\5607669502_ccd2a76668_n.jpg,1,dandelion
\4869189730_f47c124cda_n.jpg,3,sunflower
\5002453814_cf37b62acd_n.jpg,2,rose
\5956627147_4d51393479_n.jpg,3,sunflower
\7481119180_7be71a322a_n.jpg,2,rose
\7465850028_cdfaae235a_n.jpg,1,dandelion
\3998927705_af499a4f29.jpg,1,dandelion
\8712260079_c0ff42e0e2_n.jpg,4,tulip
\7471891698_072c1de52f_n.jpg,2,rose
\12240165555_98625b1e88_n.jpg,2,rose
\3451646670_3eff7094b7_n.jpg,1,dandelion
\1314069875_da8dc023c6_m.jpg,0,daisy
\5002453148_5a7bbcce64_n.jpg,2,rose
\480228053_513791d474.jpg,4,tulip
\5002453464_ab2bcb3829_n.jpg,2,rose
\3285641623_da0e47f49a.jpg,0,daisy
\13529687904_3d60abb479_n.jpg,4,tulip
\6140661443_bb48344226.jpg,3,sunflower
\12949131454_4d3392f4dd_n.jpg,4,tulip
\2600382379_5791b0b35a_m.jpg,1,dandelion
\3517492544_0fd3ed6a66_m.jpg,1,dandelion
\210076535_80951bc5d5.jpg,3,sunflower
\12891819633_e4c82b51e8.jpg,0,daisy
\2693136371_dde2570813.jpg,1,dandelion
\3780380240_ef9ec1b737_m.jpg,0,daisy
\5937355165_1dc7b2cbf9_n.jpg,3,sunflower
\2503489175_f0848d3e8e.jpg,4,tulip
\7055500907_dcf2bb50e0.jpg,4,tulip
\159079265_d77a9ac920_n.jpg,2,rose
\13910028149_6c9d5485ef.jpg,4,tulip
\9146733107_98b15d3892_m.jpg,0,daisy
\2489638840_72ff3ee527_n.jpg,4,tulip
\305160642_53cde0f44f.jpg,0,daisy
\13539827514_79b60b6c22_n.jpg,4,tulip
\8041242566_752def876e_n.jpg,3,sunflower
\5885826924_38fdc6bcaa_n.jpg,0,daisy
\2402342888_dd65677013.jpg,4,tulip
\4575042086_7674b76297_n.jpg,2,rose
\3297108443_0393d04dfc_m.jpg,1,dandelion
\7456439188_c2ba954a5d_n.jpg,2,rose
\298670754_f25edda891.jpg,2,rose
\4258408909_b7cc92741c_m.jpg,0,daisy
\4635296297_9ce69e4a6e.jpg,1,dandelion
\8838347159_746d14e6c1_m.jpg,4,tulip
\2607132536_d95198e619_n.jpg,0,daisy
\5897035797_e67bf68124_n.jpg,2,rose
\14021430525_e06baf93a9.jpg,0,daisy
\7935826214_9b57628203_m.jpg,3,sunflower
\16159487_3a6615a565_n.jpg,1,dandelion
\8279801891_5369a6c3c1_n.jpg,2,rose
\5002456992_4da0df247a_n.jpg,2,rose
\9448615838_04078d09bf_n.jpg,3,sunflower
\8689302100_be76a16ccc_n.jpg,1,dandelion
\6606815161_3c4372760f.jpg,3,sunflower
\13472387874_d844478dbb.jpg,4,tulip
\2503875867_2075a9225d_m.jpg,1,dandelion
\2502613166_2c231b47cb_n.jpg,1,dandelion
\3580437733_9ef51f2981_n.jpg,1,dandelion
\7791014076_07a897cb85_n.jpg,3,sunflower
\2482982436_a2145359e0_n.jpg,0,daisy
\4895124535_11a2bb704c_m.jpg,3,sunflower
\3383422012_6c9d83671f_n.jpg,1,dandelion
\8586205168_8294e67195_n.jpg,4,tulip
\2077865117_9ed85191ae_n.jpg,0,daisy
\8717161615_4c1e403083.jpg,1,dandelion
\2465573725_d78caca9d4_n.jpg,1,dandelion
\5110105726_53eb7a93be_m.jpg,0,daisy
\494803274_f84f21d53a.jpg,2,rose
\4110787181_f73f12d107_m.jpg,3,sunflower
\11944957684_2cc806276e.jpg,2,rose
\2481823240_eab0d86921.jpg,0,daisy
\8642943283_47e44d049d_m.jpg,2,rose
\3326037909_b5ae370722_n.jpg,0,daisy
\475936554_a2b38aaa8e.jpg,2,rose
\5795159787_ebb51a5e75.jpg,0,daisy
\4735314389_94fe1b2a9f_n.jpg,2,rose
\388405293_4db1d71f21_n.jpg,2,rose
\4588904196_3c5825c7f4.jpg,4,tulip
\8713390684_041148dd3e_n.jpg,4,tulip
\7166644048_b00a14f01b_n.jpg,4,tulip
\8983779970_9d3a6a3bf2_n.jpg,0,daisy
\3562861685_8b8d747b4d.jpg,1,dandelion
